OID_,Join_Count,TARGET_FID,JOIN_FID,Lat,Long,Site_ID,Year,Location,Elevation,GPS_concat,GPS_concat_X,GPS_concat_Y,Notes,BUFF_DIST,ORIG_FID,pointid,grid_code,EVT_NAME,Shape_Length,Shape_Area
11,1,1,518767,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518767,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
12,1,1,518768,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518768,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
13,1,1,518769,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518769,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
14,1,1,518770,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518770,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
15,1,1,518771,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518771,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
16,1,1,518772,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518772,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
17,1,1,518773,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518773,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
18,1,1,518774,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518774,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
19,1,1,518775,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518775,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
20,1,1,518776,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,518776,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
21,1,1,520456,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520456,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
22,1,1,520457,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520457,63,Rocky Mountain Lower Montane-Foothill Riparian Woodland,0.032728898424835,0.000083025454602
23,1,1,520458,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520458,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
24,1,1,520459,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520459,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
25,1,1,520460,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520460,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
26,1,1,520461,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520461,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
27,1,1,520462,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520462,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
28,1,1,520463,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520463,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
29,1,1,520464,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520464,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
30,1,1,520465,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520465,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
31,1,1,520466,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520466,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
32,1,1,520467,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520467,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
33,1,1,520468,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520468,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
34,1,1,520469,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520469,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
35,1,1,520470,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520470,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
36,1,1,520471,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520471,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
37,1,1,520472,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,520472,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
38,1,1,522149,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522149,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
39,1,1,522150,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522150,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
40,1,1,522151,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522151,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
41,1,1,522152,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522152,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
42,1,1,522153,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522153,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
43,1,1,522154,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522154,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
44,1,1,522155,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522155,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
45,1,1,522156,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522156,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
46,1,1,522157,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522157,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
47,1,1,522158,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522158,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
48,1,1,522159,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522159,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
49,1,1,522160,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522160,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
50,1,1,522161,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522161,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
51,1,1,522162,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522162,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
52,1,1,522163,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522163,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
53,1,1,522164,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522164,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
54,1,1,522165,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522165,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
55,1,1,522166,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522166,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
56,1,1,522167,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522167,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
57,1,1,522168,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,522168,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
58,1,1,523842,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523842,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
59,1,1,523843,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523843,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
60,1,1,523844,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523844,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
61,1,1,523845,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523845,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
62,1,1,523846,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523846,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
63,1,1,523847,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523847,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
64,1,1,523848,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523848,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
65,1,1,523849,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523849,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
66,1,1,523850,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523850,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
67,1,1,523851,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523851,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
68,1,1,523852,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523852,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
69,1,1,523853,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523853,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
70,1,1,523854,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523854,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
71,1,1,523855,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523855,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
72,1,1,523856,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523856,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
73,1,1,523857,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523857,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
74,1,1,523858,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523858,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
75,1,1,523859,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523859,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
76,1,1,523860,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523860,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
77,1,1,523861,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523861,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
78,1,1,523862,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523862,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
79,1,1,523863,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,523863,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
80,1,1,525535,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525535,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
81,1,1,525536,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525536,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
82,1,1,525537,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525537,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
83,1,1,525538,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525538,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
84,1,1,525539,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525539,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
85,1,1,525540,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525540,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
86,1,1,525541,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525541,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
87,1,1,525542,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525542,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
88,1,1,525543,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525543,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
89,1,1,525544,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525544,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
90,1,1,525545,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525545,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
91,1,1,525546,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525546,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
92,1,1,525547,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525547,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
93,1,1,525548,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525548,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
94,1,1,525549,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525549,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
95,1,1,525550,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525550,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
96,1,1,525551,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525551,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
97,1,1,525552,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525552,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
98,1,1,525553,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525553,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
99,1,1,525554,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525554,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
100,1,1,525555,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525555,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
101,1,1,525556,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525556,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
102,1,1,525557,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525557,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
103,1,1,525558,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,525558,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
104,1,1,527228,40.178489999999996,-105.293869999999998,T05,2020,Heil sites,2039,"40.1784899999999, -105.293869999999",-105.293869999999004,40.178489999999897,,500.000000000000000,1,527228,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032728898424835,0.000083025454602
