DateCollected,BeeWeighedBy,DateBeeWeighed,PolWeighedBy,DatePolWeighed,DateEntered,Site,Habitat,BoxID,NestID,BoxNest_ID,NumCells_Complete,NumCells_Progress,Capped,Collected,Species,Cell_num-New-Old,Cell_num2,Cell_occupant,Life_stage,Sex,BeeMass_mg,PollenMass_mg,Nest notes,Cell_Notes,nBee_check,PollenMass_nCell_check,WrittenNotes from,Notes
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,Unk,01,19.01,Larvae,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae (?), 9 wasps? Parasites?",2/14/24 - T. stan larvae?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,Unk,02,19.02,Larvae,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",2/14/24 - T. stan larvae?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,Unk,03,19.03,Larvae,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",2/14/24 - T. stan larvae?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,Unk,04,19.04,Larvae,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",2/14/24 - T. stan larvae?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,O. lignaria,05,19.05,Monodontomerus spp.,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",SUPER small larvae. Parasites of O. lig? Proably Monodont larvae - Changed to Monodont,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,NA,NA,JMD,2020-08-25,2021-01-16,C03,Control,B,19,C03-B19,10,0,Y,Y,O. lignaria,06,19.06,Pollen,NA,NA,NA,115.7,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",SUPER small larvae. Parasites of O. lig?,JMD 2/13/24,JMD 1/31/24,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,O. lignaria,07,19.07,Monodontomerus spp.,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",SUPER small larvae. Parasites of O. lig?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,O. lignaria,08,19.08,Monodontomerus spp.,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",SUPER small larvae. Parasites of O. lig?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,O. lignaria,09,19.09,Monodontomerus spp.,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",SUPER small larvae. Parasites of O. lig?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-02,,,,,,C03,Control,B,19,C03-B19,10,0,Y,Y,O. lignaria,10,19.10,Monodontomerus spp.,Larvae,NA,NA,NA,"Pollen weight Notes: 10 cells: 4 cocoons, 9 small larvae (dark brown). Collected pollen from cell 6. Bee Count Notes: 4 Olig larvae, 9 wasps? Parasites?",SUPER small larvae. Parasites of O. lig?,JMD 2/13/24,JMD 2/7/20,"Pollen weight Notes (large, yellow write in the rain). Bee count Notes","Parasites? 2/14/24 - looks like it - cucowasp? Hard to tell because they are dried. Might have once been an O. lig nest, but it might be best to omit this nest"
2020-07-26,AH,2021-08-18,NA,NA,NA,C03,Control,B,26,C03-B26,5,0,Y,Y,Unk,01,26.01,Larvae,Larvae,NA,20.2,NA,"Stick & sap nest. 5 cells, 3 cocoons, 1 larva",BOB?,JMD 2/13/24,,,
2020-07-26,AH,2021-08-17,NA,NA,NA,C03,Control,B,26,C03-B26,5,0,Y,Y,Unk,02,26.02,Larvae,Larvae,NA,23.9,NA,"Stick & sap nest. 5 cells, 3 cocoons, 1 larva",BOB?,JMD 2/13/24,,,
2020-07-26,AH,2021-08-16,NA,NA,NA,C03,Control,B,26,C03-B26,5,0,Y,Y,Unk,03,26.03,Larvae,Larvae,NA,18.8,NA,"Stick & sap nest. 5 cells, 3 cocoons, 1 larva",BOB?,JMD 2/13/24,,,
2020-07-26,AH,2021-08-15,NA,NA,NA,C03,Control,B,26,C03-B26,5,0,Y,Y,Unk,04,26.04,Larvae,Larvae,NA,9.4,NA,"Stick & sap nest. 5 cells, 3 cocoons, 1 larva",BOB?,JMD 2/13/24,,,
2020-07-03,,,,,2021-01-19,C05,Control,A,03,C05-A03,1,0,Y,Y,O. lignaria,01,03.01,Pollen,NA,NA,NA,105.3,,,JMD 2/13/24,JMD 2/5/24,Progress datasheets,
2020-07-03,AH,2021-03-21,NA,NA,NA,C05,Control,A,10,C05-A10,7,0,Y,N,O. lignaria,01,10.01,Larvae,Larvae,NA,41.8,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-20,NA,NA,NA,C05,Control,A,10,C05-A10,7,0,Y,N,O. lignaria,02,10.02,Larvae,Larvae,NA,46.2,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-19,NA,NA,NA,C05,Control,A,10,C05-A10,7,0,Y,N,O. lignaria,03,10.03,Larvae,Larvae,NA,32.1,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-18,NA,NA,NA,C05,Control,A,10,C05-A10,7,0,Y,N,O. lignaria,04,10.04,Larvae,Larvae,NA,31.1,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-17,NA,NA,NA,C05,Control,A,10,C05-A10,7,0,Y,N,O. lignaria,05,10.05,Larvae,Larvae,NA,42.5,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-16,NA,NA,NA,C05,Control,A,10,C05-A10,7,0,Y,N,O. lignaria,06,10.06,Larvae,Larvae,NA,33.6,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-15,NA,NA,NA,C05,Control,A,10,C05-A10,7,0,Y,N,O. lignaria,07,10.07,Larvae,Larvae,NA,38.1,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-25,,,2021-01-19,C05,Control,A,11,C05-A11,4,0,Y,N,O. lignaria,01,11.01,Larvae,Larvae,NA,38.7,29.4,4 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-24,,,2021-01-19,C05,Control,A,11,C05-A11,4,0,Y,N,O. lignaria,02,11.02,Larvae,Larvae,NA,27.5,34.4,4 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-23,,,2021-01-19,C05,Control,A,11,C05-A11,4,0,Y,N,O. lignaria,03,11.03,Larvae,Larvae,NA,29.1,42.9,4 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-22,,,2021-01-19,C05,Control,A,11,C05-A11,4,0,Y,N,O. lignaria,04,11.04,Larvae,Larvae,NA,26.8,113.5,4 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-04-06,NA,NA,NA,C05,Control,B,07,C05-B07,5,0,Y,Y,O. lignaria,01,07.01,Larvae,Larvae,NA,48.3,36.1,5 cells. Parasites? 2/14/24 - probably not,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-04-05,NA,NA,NA,C05,Control,B,07,C05-B07,5,0,Y,Y,O. lignaria,02,07.02,Larvae,Larvae,NA,24.5,40.3,5 cells. Parasites? 2/14/24 - probably not,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-04-04,NA,NA,NA,C05,Control,B,07,C05-B07,5,0,Y,Y,O. lignaria,03,07.03,Larvae,Larvae,NA,72.2,148.3,5 cells. Parasites? 2/14/24 - probably not,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-04-03,NA,NA,NA,C05,Control,B,07,C05-B07,5,0,Y,Y,O. lignaria,04,07.04,Larvae,Larvae,NA,62.2,NA,5 cells. Parasites? 2/14/24 - probably not,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-04-02,NA,NA,NA,C05,Control,B,07,C05-B07,5,0,Y,Y,O. lignaria,05,07.05,Larvae,Larvae,NA,27,NA,5 cells. Parasites? 2/14/24 - probably not,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,,,,,2021-01-19,C05,Control,B,12,C05-B12,0,1,N,Y,O. lignaria,00,12.00,Pollen,NA,NA,NA,34.8,mud cap broken,,JMD 2/13/24,JMD 2/5/24,Progress datasheets,Cap or wall?
2020-07-03,,,,,2021-01-19,C05,Control,B,13,C05-B13,0,1,N,Y,O. lignaria,00,13.00,Pollen,NA,NA,NA,56.7,mud cap broken,,JMD 2/13/24,JMD 2/5/24,Progress datasheets,Cap or wall?
2020-07-03,AH,2021-04-01,NA,NA,NA,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,01,17.01,Larvae,Larvae,NA,41,89.2,8 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-31,NA,NA,NA,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,02,17.02,Larvae,Larvae,NA,33.6,14.8,8 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-30,NA,NA,NA,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,03,17.03,Larvae,Larvae,NA,32.6,NA,8 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-29,NA,NA,NA,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,04,17.04,Larvae,Larvae,NA,29.3,NA,8 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-28,NA,NA,NA,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,05,17.05,Larvae,Larvae,NA,41.3,NA,8 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-27,NA,NA,NA,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,06,17.06,Larvae,Larvae,NA,39.8,NA,8 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,AH,2021-03-26,NA,NA,NA,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,07,17.07,Larvae,Larvae,NA,36.9,NA,8 cells,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-03,,,,,2021-01-19,C05,Control,B,17,C05-B17,8,0,Y,Y,O. lignaria,08,17.08,Pollen,NA,NA,NA,207.7,8 cells,,JMD 2/12/24,JMD 2/5/24,"Progress datasheets, Written bee count notes from AH",
2020-07-27,,,,,2021-01-30,C06,Control,A,21,C06-A21,0,0,N,Y,NA,00,21.00,Pollen,NA,NA,NA,51.3,"Little bit of mug, just pollen. I feel good about calling this O.lignaria",,JMD 2/13/24,JMD 2/5/24,,Changed from O. lig to NA
2020-07-27,AH,2021-10-01,,,,C06,Control,A,26,C06-A26,5,0,Y,Y,Unk,01,26.01,Larvae,Larvae,NA,5,NA,Stick & sap nest,BOB?,JMD 2/13/24,,,
2020-07-27,AH,2021-10-02,,,,C06,Control,A,26,C06-A26,5,0,Y,Y,Unk,02,26.02,Larvae,Larvae,NA,2.6,NA,Stick & sap nest,"larvae very small, BOB?",JMD 2/13/24,,,
2020-07-08,,,,,,C06,Control,B,02,C06-B02,2,1,N,Y,O. lignaria,01,02.01,Pollen,NA,NA,NA,NA,,very small larvae. Count?,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-08,AH,2021-05-21,NA,NA,NA,C06,Control,B,02,C06-B02,2,1,N,Y,O. lignaria,02,02.02,Larvae,Larvae,NA,54.6,NA,,,JMD 2/12/24,JMD 2/6/24,"Progress datasheets, Written bee count notes from AH",
2020-07-27,,,,,2021-01-30,C06,Control,B,03,C06-B03,1,1,N,Y,O. lignaria,01,03.01,Monodontomerus spp.,Adult,NA,NA,193.9,Found presence of those tiny AF wasps (chrysididae?) in nest. 2/15/24 Nathon Ided as Monodontomerus spp.,1 Olig casing that's empty.  ,JMD 2/12/24,JMD 2/5/24,"Collection datasheets, Written bee count notes from AH",1 bee larvae counted in bee counts notes. Also might be parasitized? 2/14/24 - Yes
2020-07-27,AH,2021-10-03,,,,C06,Control,B,18,C06-B18,6,0,N,Y,Unk,01,18.01,Larvae,Larvae,NA,3.5,NA,stick and sap nests,BOB?,JMD 2/13/24,,,
2020-07-27,AH,2021-10-04,,,,C06,Control,B,18,C06-B18,6,0,N,Y,Unk,02,18.02,Larvae,Larvae,NA,2,NA,stick and sap nests,"larvae very small, BOB?",JMD 2/13/24,,,
2020-07-27,,,,,2021-01-30,C06,Control,B,21,C06-B21,1,1,N,Y,O. lignaria,01,21.01,Monodontomerus spp.,Adult,NA,NA,110.4,"1 bee larvae/pupae parasitized? 8 parasites recorded on envelope, but envelope is empty? 2/15/24 Nathon Ided as Monodontomerus spp.",,JMD 2/12/24,JMD 2/5/24,"Collection datasheets, Written bee count notes from AH",Parasites?
2020-07-27,,,,,2021-01-30,C06,Control,B,31,C06-B31,1,1,N,Y,O. lignaria,00,31.0,Pollen,NA,NA,NA,169.8,,,JMD 2/13/24,JMD 2/5/24,Collection datasheets.,2 pollen balls weighed in a nest with only 1 cell in progress? Changed to 1 comp cell and 1 in progress. Changed cell nums so pollen ball with lowest weight was counted as cell in progress.
2020-07-27,,,,,2021-01-30,C06,Control,B,31,C06-B31,1,1,N,Y,O. lignaria,01,31.01,Pollen,NA,NA,NA,237.9,,,JMD 2/13/24,JMD 2/5/24,Collection datasheets.,2 pollen balls weighed in a nest with only 1 cell in progress? Changed to 1 comp cell and 1 in progress. Changed cell nums so pollen ball with lowest weight was counted as cell in progress.
2020-07-27,,,,,2021-01-30,C06,Control,B,32,C06-B32,0,1,N,Y,O. lignaria,00,32.00,Pollen,NA,NA,NA,101.7,,,JMD 2/13/24,JMD 2/5/24,Collection datasheets.,
2020-07-27,,,,,2021-01-30,C11,Control,A,05,C11-A05,5,1,Y,Y,O. lignaria,01,05.01,Pollen,NA,NA,NA,131.2,"5 complete cells, 1 ""in progress"" but nest is capped",,JMD 2/12/24,JMD 2/5/24,"Collection datasheets, Written bee count notes from AH",
2020-07-27,AH,2021-10-17,NA,NA,NA,C11,Control,A,05,C11-A05,5,1,Y,Y,O. lignaria,02,05.02,Pupae,Pupae,M,21.2,NA,"5 complete cells, 1 ""in progress"" but nest is capped",Changed cell num from 1 to 2,JMD 2/12/24,JMD 2/6/24,"Collection datasheets, Written bee count notes from AH",
2020-07-27,AH,2021-10-16,NA,NA,NA,C11,Control,A,05,C11-A05,5,1,Y,Y,O. lignaria,03,05.03,Pupae,Pupae,M,20.4,NA,"5 complete cells, 1 ""in progress"" but nest is capped",Changed cell num from 2 to 3,JMD 2/12/24,JMD 2/6/24,"Collection datasheets, Written bee count notes from AH",
2020-07-27,AH,2021-10-15,NA,NA,NA,C11,Control,A,05,C11-A05,5,1,Y,Y,O. lignaria,04,05.04,Pupae,Pupae,M,21.4,NA,"5 complete cells, 1 ""in progress"" but nest is capped",Changed cell num from 3 to 4,JMD 2/12/24,JMD 2/6/24,"Collection datasheets, Written bee count notes from AH",
2020-07-27,AH,2021-10-16,NA,NA,NA,C11,Control,A,05,C11-A05,5,1,Y,Y,T. stansburyi,05,05.05,Pupae,Pupae,NA,NA,NA,"5 complete cells, 1 ""in progress"" but nest is capped",Assigned beetle to this cell,JMD 2/12/24,JMD 2/6/24,"Collection datasheets, Written bee count notes from AH",
2020-07-27,AH,2021-10-23,NA,NA,NA,C11,Control,A,06,C11-A06,6,0,Y,Y,O. lignaria,01,06.01,Pupae,Pupae,F,39.2,NA,"Osmia, 5/6 larvae. Not moving",,JMD 2/12/24,JMD 2/6/24,"Collection datasheets, Written bee count notes from AH",
2020-07-27,AH,2021-10-22,NA,NA,NA,C11,Control,A,06,C11-A06,6,0,Y,Y,O. lignaria,02,06.02,Pupae,Pupae,F,39,NA,"Osmia, 5/6 larvae. Not moving",,JMD 2/12/24,JMD 2/6/24,"Collection datasheets, Written bee count notes from AH",
